protein_id	ensg	adipose tissue	adrenal gland	appendix	bone marrow	breast	bronchus	cartilage	caudate	cerebellum	cerebral cortex	cervix	choroid plexus	colon	dorsal raphe	duodenum	endometrium	endometrium 1	endometrium 2	epididymis	esophagus	eye	fallopian tube	gallbladder	hair	heart muscle	hippocampus	hypothalamus	kidney	lactating breast	liver	lung	lymph node	nasopharynx	oral mucosa	ovary	pancreas	parathyroid gland	pituitary gland	placenta	prostate	rectum	retina	salivary gland	seminal vesicle	skeletal muscle	skin 1	skin 2	small intestine	smooth muscle	soft tissue 1	soft tissue 2	sole of foot	spleen	stomach 1	stomach 2	testis	thymus	thyroid gland	tonsil	urinary bladder	vagina
ENSP00000001008	ENSG00000004478	0	2	3	2	3	2	0	2	2	3	3	0	2	0	3	0	3	3	3	3	0	3	2	0	0	2	0	2	0	1	1	1	2	3	2	3	1	0	3	3	3	0	3	3	0	2	3	3	3	0	0	0	0	3	3	3	0	3	2	3	3
ENSP00000002165	ENSG00000001036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSP00000003084	ENSG00000001626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSP00000005257	ENSG00000006451	1	2	2	1	2	2	0	1	2	2	1	0	2	0	2	0	1	1	2	1	0	2	2	0	2	2	0	2	0	1	1	1	2	2	2	2	2	0	2	2	2	0	2	1	1	2	1	2	2	1	1	0	1	2	2	2	0	1	1	2	0
ENSP00000005558	ENSG00000006652	0	2	2	1	2	2	0	1	2	3	2	0	2	0	2	0	2	2	2	1	0	2	2	0	1	2	0	2	0	2	1	2	2	2	2	2	2	0	2	2	2	0	1	2	1	1	1	2	2	2	1	0	1	2	2	2	0	2	2	2	1
ENSP00000006015	ENSG00000005073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0
ENSP00000007722	ENSG00000005884	0	2	3	0	3	2	0	0	2	1	3	0	3	0	3	0	1	2	2	3	0	3	3	0	2	0	0	3	0	2	3	0	3	3	1	1	2	0	2	3	3	0	1	3	1	3	3	3	2	0	0	0	0	3	3	2	0	2	3	3	1
ENSP00000011292	ENSG00000091704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSP00000023064	ENSG00000021488	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSP00000023897	ENSG00000022355	0	0	0	0	0	0	0	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSP00000039007	ENSG00000036473	0	0	2	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSP00000039989	ENSG00000052841	0	2	3	2	1	3	0	1	1	1	1	0	2	0	2	0	1	1	3	1	0	3	3	0	2	1	0	3	0	1	1	1	3	1	1	3	2	0	3	1	1	0	1	3	2	1	0	3	2	1	1	0	1	2	2	2	0	1	1	3	1
ENSP00000040738	ENSG00000038219	2	2	2	3	2	3	0	3	2	2	3	0	2	0	2	0	2	2	3	2	0	1	2	0	3	3	0	2	0	1	2	2	3	2	1	1	2	0	2	3	2	0	2	2	3	2	2	2	2	0	2	0	2	2	2	3	0	2	2	2	3
ENSP00000054216	ENSG00000049130	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
ENSP00000055335	ENSG00000049769	1	2	1	2	1	1	0	2	2	3	2	0	2	0	2	0	2	1	2	0	0	1	2	0	1	2	0	2	0	2	1	2	0	0	0	2	2	0	2	1	1	0	2	1	0	2	1	2	0	0	2	0	1	2	2	2	0	1	2	1	0
ENSP00000056217	ENSG00000050327	2	3	2	3	3	3	0	2	3	3	3	0	3	0	3	0	2	2	3	3	0	3	3	0	3	0	0	2	0	2	2	0	3	3	0	2	2	0	3	2	2	0	2	2	2	2	3	3	2	2	2	0	2	3	3	3	0	2	2	3	2
ENSP00000070846	ENSG00000057294	0	1	2	0	1	0	0	2	3	2	0	0	2	0	2	0	1	2	1	1	0	3	1	0	3	2	0	2	0	0	1	0	3	0	0	1	0	0	1	0	2	0	1	0	1	1	1	1	0	0	0	0	0	2	2	2	0	2	1	2	0
ENSP00000075503	ENSG00000060140	0	0	2	1	1	1	0	1	1	0	0	0	2	0	1	0	0	0	1	0	0	1	2	0	0	0	0	1	0	0	2	2	1	0	0	1	2	0	0	2	1	0	1	1	0	1	1	2	0	0	0	0	0	2	2	0	0	0	2	1	0
ENSP00000081029	ENSG00000061794	0	2	3	2	2	3	0	2	3	2	2	0	3	0	3	0	3	2	2	3	0	3	3	0	3	2	0	3	0	0	3	3	3	3	3	3	3	0	2	3	3	0	3	3	1	2	3	3	2	0	0	0	3	3	3	2	0	3	3	3	2
ENSP00000085219	ENSG00000012124	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	3	0	0
ENSP00000155840	ENSG00000053918	0	3	2	2	2	2	0	0	2	1	2	0	2	0	3	0	0	0	2	1	0	2	2	0	2	1	0	2	0	2	2	0	2	2	1	2	3	0	2	0	2	0	1	3	2	0	2	2	2	0	0	0	0	3	3	1	0	3	2	1	0
ENSP00000156626	ENSG00000070526	0	0	3	0	0	3	0	1	0	1	3	0	3	0	3	0	3	1	1	2	0	0	0	0	0	0	0	2	0	0	1	0	3	0	0	0	0	0	1	0	3	0	2	0	0	0	1	3	0	0	0	0	0	3	3	3	0	0	0	0	0
ENSP00000160373	ENSG00000077063	0	2	2	2	2	2	0	2	2	3	2	0	3	0	1	0	1	1	2	2	0	2	2	0	1	2	0	2	0	1	2	0	2	1	2	1	1	0	1	1	2	0	1	1	2	1	2	2	1	1	1	0	1	1	1	1	0	1	2	1	2
ENSP00000160740	ENSG00000079432	1	2	2	2	2	2	0	2	2	3	2	0	2	0	2	0	2	1	2	2	0	2	2	0	1	2	0	2	0	2	2	2	2	2	2	2	2	0	2	2	2	0	2	1	2	2	2	2	2	2	2	0	2	2	1	3	0	2	1	2	2
ENSP00000160827	ENSG00000079616	0	3	2	2	2	1	0	2	0	2	2	0	2	0	3	0	2	2	1	2	0	2	2	0	0	2	0	3	0	2	0	1	2	2	0	1	1	0	2	0	3	0	1	0	0	2	2	3	0	1	0	0	0	1	1	3	2	2	2	1	2
ENSP00000162044	ENSG00000064545	0	2	2	1	2	3	0	2	3	3	1	0	2	0	2	0	2	0	1	2	0	3	2	0	2	3	0	2	0	1	1	0	3	2	1	2	2	0	2	1	2	0	2	1	2	2	2	2	1	1	1	0	1	2	2	2	0	2	2	1	2
ENSP00000162330	ENSG00000050820	1	1	2	0	1	3	0	0	3	1	2	0	2	0	2	0	2	1	2	2	0	3	3	0	0	1	0	2	0	1	2	1	0	1	1	1	0	0	2	0	3	0	2	2	2	2	1	2	1	0	1	0	0	1	2	2	0	1	2	2	2
ENSP00000162749	ENSG00000067182	1	2	1	1	2	2	0	2	2	2	2	0	2	0	2	0	1	2	2	2	0	2	2	0	1	2	0	2	0	1	2	2	2	2	1	2	2	0	2	0	2	0	2	2	1	2	1	2	0	1	0	0	0	2	1	2	0	1	2	2	1
ENSP00000164024	ENSG00000008300	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSP00000164139	ENSG00000068976	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSP00000165698	ENSG00000068615	0	0	0	0	0	0	0	0	3	1	1	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	0	3	0	0	1	0	0
ENSP00000166345	ENSG00000071539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ENSP00000166534	ENSG00000072682	0	1	2	0	1	2	0	0	0	0	2	0	3	0	2	0	2	2	2	2	0	2	1	0	1	0	0	3	0	0	2	1	2	2	0	1	0	0	2	0	3	0	1	1	2	3	3	3	0	2	2	0	0	1	0	3	0	2	2	0	2
ENSP00000167586	ENSG00000186847	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	3	0	3
ENSP00000168216	ENSG00000072506	1	3	3	3	3	2	0	3	3	3	3	0	3	0	2	0	2	2	2	2	0	2	2	0	2	2	0	2	0	2	3	3	2	2	2	2	2	0	3	2	2	0	2	3	0	3	3	2	2	2	2	0	3	2	2	2	0	3	3	2	3
ENSP00000170168	ENSG00000079313	0	2	2	3	2	2	0	2	2	2	2	0	2	0	3	0	2	2	0	2	0	2	2	0	2	1	0	3	0	3	3	2	2	2	1	2	1	0	3	2	3	0	2	2	2	2	2	2	2	2	2	0	2	2	2	1	0	2	2	3	2
ENSP00000171887	ENSG00000079308	2	2	2	1	1	2	0	0	2	2	2	0	2	0	2	0	2	2	2	1	0	2	2	0	2	0	0	2	0	1	2	1	2	1	2	2	2	0	2	2	2	0	1	1	1	1	1	2	2	1	1	0	1	2	2	1	0	2	1	1	1
ENSP00000173229	ENSG00000065320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSP00000175506	ENSG00000070669	1	0	2	1	0	0	0	2	3	2	2	0	1	0	1	0	0	0	2	1	0	0	2	0	1	1	0	0	0	0	0	2	0	0	0	3	0	0	3	0	2	0	2	1	0	0	1	0	0	0	0	0	0	3	2	2	0	0	3	0	0
ENSP00000177648	ENSG00000073331	1	2	1	1	2	2	0	2	2	2	1	0	1	0	2	0	1	1	1	1	0	0	1	0	1	2	0	2	0	1	2	0	1	1	1	0	0	0	2	1	1	0	1	1	2	2	0	2	2	1	1	0	1	1	1	2	0	2	0	1	1
ENSP00000177742	ENSG00000074071	0	3	3	3	3	3	0	2	2	2	2	0	3	0	3	0	3	2	3	3	0	3	3	0	3	2	0	3	0	2	2	3	3	2	3	3	3	0	3	2	3	0	2	3	1	3	3	3	1	1	1	0	3	3	3	3	0	3	3	3	3
ENSP00000178638	ENSG00000074410	0	0	3	0	2	0	0	0	0	0	2	0	3	0	0	3	2	1	0	2	0	1	0	0	0	0	0	3	0	0	0	0	0	2	0	3	0	0	0	0	3	0	0	1	0	2	3	2	0	0	0	0	0	1	1	3	0	0	0	2	2
ENSP00000186436	ENSG00000075568	0	2	2	1	1	2	0	2	2	3	0	0	2	0	2	0	2	2	2	1	0	2	2	0	2	2	0	2	0	2	2	1	2	1	2	2	2	0	2	1	2	0	0	1	0	0	2	3	0	0	0	0	1	1	1	1	0	2	2	2	0
ENSP00000187397	ENSG00000172995	0	0	2	0	0	0	0	2	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSP00000187910	ENSG00000170848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSP00000190165	ENSG00000064218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSP00000191018	ENSG00000064601	1	3	3	2	2	2	0	3	2	2	3	0	3	0	3	0	3	3	3	1	0	2	3	0	2	2	0	3	0	3	3	2	2	2	2	2	3	0	3	2	3	0	2	3	1	3	3	3	1	1	1	0	2	2	2	3	0	3	2	2	1
ENSP00000193391	ENSG00000081148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSP00000193403	ENSG00000072110	2	3	3	2	3	3	0	2	2	3	3	0	3	0	2	0	3	3	3	1	0	3	3	0	2	3	0	3	0	2	3	3	3	1	2	3	1	0	3	3	3	0	3	3	2	2	3	3	2	2	0	0	3	3	3	2	0	3	3	3	2
ENSP00000194130	ENSG00000081800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSP00000194900	ENSG00000082458	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0
ENSP00000198536	ENSG00000085514	0	0	3	3	0	0	0	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	3	1	0	0	0	0	0	1	0	2	0	1	0	1	2	0	0	1	1	1	0	3	0	0	1	0	0	3	1	0
ENSP00000199280	ENSG00000167580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSP00000199447	ENSG00000086288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ENSP00000200181	ENSG00000132470	1	1	1	1	1	0	0	1	1	2	2	0	2	0	2	0	1	1	1	0	0	1	1	0	2	1	0	0	0	2	1	1	0	1	0	0	0	0	3	1	2	0	0	1	1	0	2	2	0	1	1	0	0	1	2	2	0	1	1	2	1
ENSP00000200453	ENSG00000087074	1	1	2	2	2	2	0	1	1	2	0	0	2	0	3	0	2	2	2	1	0	2	2	0	0	1	0	1	0	0	1	2	1	1	0	2	2	0	2	3	2	0	2	0	2	1	2	2	0	0	0	0	2	2	2	2	0	2	2	2	0
ENSP00000200639	ENSG00000005893	2	2	2	2	2	2	0	2	3	2	2	0	2	0	2	0	2	2	3	2	0	2	3	0	1	2	0	3	0	2	2	2	2	2	2	2	2	0	3	3	2	0	2	2	1	3	3	2	1	2	2	0	2	2	3	3	0	2	2	2	2
ENSP00000200652	ENSG00000197208	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSP00000201979	ENSG00000088320	0	0	2	1	2	2	0	0	0	2	1	0	2	0	2	0	2	2	2	2	0	3	2	0	0	0	0	3	0	2	2	2	2	2	0	2	0	0	1	1	2	0	1	1	0	2	2	2	2	0	1	0	2	2	2	2	0	1	3	3	2
ENSP00000203786	ENSG00000089820	0	0	3	3	0	1	0	0	1	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	2	3	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	1	0	0	3	0	0
ENSP00000204604	ENSG00000090539	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ENSP00000205402	ENSG00000091140	1	3	3	1	3	3	0	3	3	2	2	0	3	0	3	0	3	2	2	3	0	2	3	0	3	3	0	3	0	2	2	3	3	2	3	3	3	0	3	2	3	0	3	3	1	2	2	3	1	1	1	0	2	3	3	3	0	3	3	3	2
ENSP00000206249	ENSG00000091831	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	3	3	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
ENSP00000206423	ENSG00000091986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
ENSP00000206474	ENSG00000092036	1	2	3	1	2	2	0	1	2	3	0	0	2	0	3	0	2	1	1	1	0	2	3	0	0	2	0	2	0	1	1	2	2	0	1	3	2	0	3	2	2	0	2	2	0	2	1	3	2	2	2	0	2	3	3	2	0	2	2	2	1
ENSP00000206513	ENSG00000092067	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSP00000206765	ENSG00000092295	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	1
ENSP00000209873	ENSG00000094914	0	3	0	2	2	0	0	1	3	3	0	0	1	0	1	0	2	0	2	0	0	0	0	0	2	3	0	3	0	2	0	3	0	1	2	0	0	0	3	1	1	0	2	2	2	1	0	0	2	1	0	0	3	0	0	3	0	3	3	0	0
ENSP00000210444	ENSG00000095380	0	3	3	1	3	3	0	1	3	2	3	0	1	0	0	0	3	3	3	1	0	3	3	0	0	2	0	2	0	0	3	2	3	0	2	3	3	0	3	3	3	0	3	3	0	2	0	2	0	2	2	0	1	3	3	3	0	3	3	3	0
ENSP00000212355	ENSG00000069702	1	2	0	0	2	1	0	2	0	2	1	0	1	0	0	0	0	0	1	1	0	0	2	0	1	2	0	2	0	0	2	0	1	0	2	2	0	0	3	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	3	0	2	0	2	2
ENSP00000215539	ENSG00000099769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSP00000215743	ENSG00000099953	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0
ENSP00000215886	ENSG00000100079	0	0	3	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	3	0	0	0	0	2	0	1	0	2	0	0	0	3	0	0	0	0	3	0	0	0	0	2	2	3	0	0	0	0	1	0	0	0	0	0	2	0	0
ENSP00000215957	ENSG00000100139	0	3	2	2	2	2	0	2	3	2	3	0	2	0	3	0	2	3	2	3	0	2	2	0	0	3	0	3	0	2	2	3	3	2	2	3	2	0	3	2	3	0	2	2	2	2	2	3	2	2	1	0	2	3	3	3	0	3	2	2	3
ENSP00000216024	ENSG00000100206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ENSP00000216061	ENSG00000100239	3	3	3	3	3	2	0	3	3	3	2	0	3	0	3	0	3	3	1	2	0	2	3	0	2	3	0	3	0	2	3	1	3	1	2	3	3	0	3	3	3	0	2	2	3	3	2	3	2	3	3	0	2	3	3	3	0	3	2	2	1
ENSP00000216085	ENSG00000100263	1	3	2	3	2	3	0	1	0	2	3	0	2	0	3	0	2	2	3	3	0	3	3	0	1	2	0	1	0	1	2	1	3	2	1	3	2	0	3	0	3	0	3	3	0	1	2	2	2	1	2	0	1	3	3	2	0	2	2	1	2
ENSP00000216122	ENSG00000100297	0	2	3	3	1	2	0	0	0	1	2	0	3	0	3	0	3	0	1	2	0	0	2	0	0	0	0	0	0	0	1	3	2	2	0	2	0	0	3	2	3	0	0	0	0	3	3	3	0	0	0	0	1	1	1	3	0	0	3	2	2
ENSP00000216181	ENSG00000100345	1	1	3	2	2	1	0	0	0	2	1	0	2	0	2	0	2	2	2	2	0	3	3	0	0	0	0	3	0	3	3	2	0	0	2	1	0	0	3	1	3	0	2	3	0	3	3	1	0	2	0	0	0	1	3	1	0	0	3	3	1
ENSP00000216211	ENSG00000100373	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1	1	0	1	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0
ENSP00000216254	ENSG00000100412	0	3	3	3	3	0	0	3	3	3	3	0	3	0	3	0	3	3	3	3	0	3	3	0	3	3	0	3	0	3	3	3	3	3	3	3	3	0	3	3	3	0	3	3	2	3	3	3	2	0	2	0	3	3	2	3	0	3	3	3	3
ENSP00000216268	ENSG00000100426	2	2	2	2	2	3	0	2	2	3	3	0	3	0	3	0	2	2	3	3	0	3	3	0	2	1	0	3	0	2	2	2	3	3	2	3	0	0	3	2	3	0	2	2	2	2	3	3	2	2	2	0	2	2	3	3	0	3	3	3	2
ENSP00000216373	ENSG00000100485	0	2	0	3	2	2	0	2	2	3	2	0	2	0	3	0	2	2	2	1	0	2	2	0	2	3	0	2	0	0	3	3	2	2	2	3	2	0	3	2	3	0	2	3	1	2	2	2	2	2	3	0	1	2	2	3	0	3	3	1	2
ENSP00000216392	ENSG00000100504	2	1	0	3	1	0	0	1	1	1	0	0	1	0	0	0	0	1	0	1	0	1	1	0	0	1	0	1	0	3	2	0	1	0	1	1	2	0	2	0	1	0	1	2	1	1	1	0	1	0	0	0	2	1	1	1	0	1	1	2	0
ENSP00000216629	ENSG00000100739	2	2	3	0	3	1	0	3	2	3	2	0	3	0	2	0	2	2	2	0	0	2	3	0	0	2	0	2	0	3	3	1	3	2	2	3	3	0	3	2	3	0	3	2	0	2	2	3	0	0	2	0	1	2	2	2	0	2	2	3	0
ENSP00000216639	ENSG00000100749	0	1	1	3	1	2	0	1	2	1	1	0	0	0	1	0	1	1	1	1	0	0	1	0	0	1	0	0	0	1	1	2	2	1	1	1	1	0	2	0	0	0	0	0	0	2	2	1	0	0	0	0	2	1	1	3	0	1	2	1	0
ENSP00000216797	ENSG00000100906	1	2	2	2	2	2	0	2	2	2	0	0	2	0	2	0	2	2	1	0	0	2	1	0	2	2	0	0	0	0	1	2	2	0	0	1	1	0	2	2	2	0	2	2	2	2	1	2	1	2	2	0	1	2	2	1	0	2	2	2	0
ENSP00000217043	ENSG00000101074	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSP00000217131	ENSG00000101160	0	3	3	2	3	3	0	2	3	2	2	0	3	0	3	0	3	3	1	0	0	2	2	0	3	0	0	3	0	3	3	3	0	1	1	3	3	0	0	2	3	0	1	2	1	3	3	3	1	0	0	0	3	2	2	2	0	3	2	2	2
ENSP00000217233	ENSG00000101255	0	1	1	0	0	1	0	2	1	1	2	0	1	0	1	0	0	0	2	1	0	1	1	0	0	1	0	1	0	0	1	1	0	2	2	0	2	0	1	0	2	0	2	1	0	2	1	1	0	3	0	0	0	1	1	3	0	2	2	2	0
ENSP00000217244	ENSG00000101266	0	3	2	3	3	0	0	2	3	3	3	0	3	0	3	0	2	2	2	3	0	2	2	0	3	3	0	3	0	2	2	2	3	2	2	2	2	0	3	2	3	0	3	2	2	2	2	2	2	0	2	0	2	1	1	3	0	3	3	3	2
ENSP00000217254	ENSG00000101276	0	0	2	0	1	0	0	1	1	1	1	0	0	0	2	0	1	2	2	1	0	2	1	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	2	1	2	0	1	2	0	0	0	2	0	0	2	0	0	2	2	3	0	1	1	2	1
ENSP00000217381	ENSG00000101400	0	1	3	0	2	3	0	2	3	3	2	0	3	0	2	0	1	0	2	3	0	3	2	0	2	2	0	2	0	0	1	0	2	3	0	2	1	0	3	2	3	0	1	0	2	2	2	2	0	3	0	0	0	3	2	2	0	0	2	3	2
ENSP00000217426	ENSG00000101444	0	2	2	2	2	2	0	2	2	2	2	0	2	0	2	0	2	2	3	2	0	2	2	0	1	1	0	3	0	2	1	2	2	2	2	2	2	0	2	2	2	0	2	2	1	3	2	2	2	2	2	0	2	2	2	3	0	3	2	3	2
ENSP00000217957	ENSG00000101842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	0	0	0	3	0
ENSP00000218075	ENSG00000101958	0	0	1	0	0	0	0	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSP00000218089	ENSG00000101972	3	2	2	0	2	2	0	2	2	2	2	0	3	0	3	0	2	2	3	2	0	2	2	0	1	2	0	2	0	1	3	3	2	2	2	3	2	0	3	2	3	0	2	2	2	3	2	3	2	2	2	0	2	3	3	2	0	2	2	3	2
