protein_id	ensg	adipose tissue	adrenal gland	appendix	bone marrow	breast	bronchus	cartilage	caudate	cerebellum	cerebral cortex	cervix	choroid plexus	colon	dorsal raphe	duodenum	endometrium	endometrium 1	endometrium 2	epididymis	esophagus	eye	fallopian tube	gallbladder	hair	heart muscle	hippocampus	hypothalamus	kidney	lactating breast	liver	lung	lymph node	nasopharynx	oral mucosa	ovary	pancreas	parathyroid gland	pituitary gland	placenta	prostate	rectum	retina	salivary gland	seminal vesicle	skeletal muscle	skin 1	skin 2	small intestine	smooth muscle	soft tissue 1	soft tissue 2	sole of foot	spleen	stomach 1	stomach 2	testis	thymus	thyroid gland	tonsil	urinary bladder	vagina
ENSP00000277882	ENSG00000148688	0	2	1	3	2	2	0	1	2	1	2	0	1	0	0	0	1	0	1	2	0	0	2	0	0	1	0	2	0	0	1	0	1	2	0	0	0	0	0	1	1	0	1	1	0	2	2	0	1	2	1	0	3	2	2	3	0	1	2	2	2
ENSP00000278070	ENSG00000148840	0	2	1	2	2	1	0	1	2	2	2	0	1	0	2	0	0	1	1	0	0	0	2	0	2	1	0	1	0	0	1	1	0	0	0	2	0	0	2	0	2	0	2	1	2	2	0	2	2	0	2	0	0	1	2	2	0	2	2	0	0
ENSP00000278224	ENSG00000110619	1	2	2	2	2	3	0	3	3	3	2	0	2	0	2	0	2	2	2	2	0	2	2	0	0	3	0	2	0	1	2	3	3	1	2	3	0	0	2	2	2	0	2	2	0	2	1	2	0	1	1	0	3	2	2	3	0	2	3	2	0
ENSP00000278379	ENSG00000110436	0	0	0	0	0	0	0	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSP00000278407	ENSG00000149131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSP00000278550	ENSG00000149256	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSP00000278568	ENSG00000149269	1	2	2	2	2	2	0	1	3	3	2	0	2	0	2	0	3	2	2	1	0	2	2	0	0	2	0	2	0	2	1	3	2	1	2	2	2	0	2	2	2	0	2	2	1	3	3	2	1	0	2	0	2	2	2	3	0	2	3	2	1
ENSP00000278616	ENSG00000149311	2	3	3	3	3	3	0	1	2	2	3	0	3	0	3	0	3	3	3	3	0	3	3	0	2	2	0	3	0	2	3	3	0	3	1	3	3	0	3	3	3	0	2	3	2	2	3	3	3	2	2	0	3	3	3	2	0	3	3	3	2
ENSP00000279024	ENSG00000149633	1	2	1	0	1	2	0	1	1	2	1	0	2	0	2	0	2	1	1	2	0	1	2	0	1	2	0	2	0	1	0	0	2	2	0	2	1	0	1	0	2	0	1	2	1	1	2	2	2	1	1	0	0	2	2	2	0	1	1	1	1
ENSP00000279027	ENSG00000158296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSP00000279058	ENSG00000149651	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0
ENSP00000279206	ENSG00000149761	2	3	2	1	1	2	0	2	2	1	2	0	2	0	2	0	2	1	0	1	0	1	2	0	2	1	0	2	0	2	2	1	2	1	1	3	1	0	2	1	2	0	1	1	2	1	1	2	1	2	2	0	0	3	2	3	0	2	1	1	1
ENSP00000279242	ENSG00000149792	0	2	2	2	2	3	0	0	2	2	2	0	3	0	2	0	3	2	3	2	0	3	2	0	2	1	0	3	0	2	2	2	3	2	0	3	2	0	3	3	3	0	1	3	1	1	1	3	0	1	0	0	1	3	3	2	0	1	2	2	1
ENSP00000279247	ENSG00000014216	0	3	3	3	3	3	0	3	2	3	3	0	3	0	3	0	3	3	3	3	0	3	3	0	1	2	0	3	0	3	2	3	3	2	3	3	2	0	3	3	3	0	3	3	1	3	3	3	1	2	0	0	3	3	3	2	0	3	3	3	3
ENSP00000280191	ENSG00000150628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSP00000280326	ENSG00000150753	2	2	2	2	1	1	0	3	2	2	1	0	2	0	2	0	2	2	2	0	0	3	0	0	0	2	0	1	0	0	2	3	2	1	1	2	3	0	3	1	2	0	1	1	1	1	1	1	0	1	2	0	1	2	2	3	0	2	2	2	0
ENSP00000280357	ENSG00000150782	0	0	3	2	0	3	0	1	3	1	3	0	3	0	3	0	1	1	2	3	0	2	2	0	0	1	0	2	0	2	3	3	3	3	0	1	0	0	0	1	3	0	0	2	0	3	3	3	1	0	0	0	3	2	1	1	0	0	3	2	3
ENSP00000280435	ENSG00000127152	0	0	3	0	0	0	0	2	0	2	2	0	3	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	3	1	2	0	0	0	0	0	0	2	0	0	0	0	2	2	0	0	0	0	0	1	0	0	2	0	0	2	1	2
ENSP00000280527	ENSG00000150938	2	2	2	1	2	2	0	2	1	1	0	0	1	0	2	0	2	1	2	0	0	1	2	0	2	2	0	2	0	2	2	2	1	1	0	2	2	0	2	1	2	0	0	1	0	0	0	2	2	2	0	0	1	2	2	2	0	2	2	2	0
ENSP00000280560	ENSG00000150967	2	2	2	1	2	2	0	2	2	2	2	0	2	0	2	0	2	2	2	2	0	2	2	0	2	2	0	2	0	0	2	1	2	2	2	0	2	0	2	2	2	0	2	2	0	2	2	2	2	3	3	0	2	2	2	3	0	2	2	2	2
ENSP00000280562	ENSG00000090975	2	2	1	2	2	2	0	0	2	3	2	0	2	0	2	0	1	1	2	1	0	2	2	0	0	2	0	1	0	1	1	2	2	2	0	2	2	0	3	2	1	0	1	2	0	2	1	1	0	2	2	0	0	2	2	2	0	2	2	2	1
ENSP00000280700	ENSG00000151092	0	3	3	1	3	3	0	2	2	2	1	0	2	0	3	0	2	2	2	1	0	3	3	0	2	1	0	3	0	3	3	2	2	0	1	3	3	0	2	3	3	0	3	3	2	0	0	2	2	2	1	0	2	3	3	3	0	3	3	2	0
ENSP00000280772	ENSG00000151150	0	2	1	2	2	2	0	2	3	2	2	0	2	0	2	0	2	2	3	2	0	2	2	0	2	2	0	3	0	0	1	0	2	1	0	2	3	0	3	2	2	0	2	2	1	2	2	2	0	1	1	0	0	1	0	3	0	2	2	2	2
ENSP00000280886	ENSG00000151240	2	3	2	3	2	2	0	3	3	3	2	0	2	0	2	0	2	2	2	2	0	2	2	0	2	2	0	3	0	1	3	1	3	1	2	1	2	0	2	2	1	0	2	3	2	2	2	1	1	2	2	0	1	1	0	2	0	3	2	2	2
ENSP00000280979	ENSG00000151320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSP00000281081	ENSG00000151413	0	2	2	1	0	1	0	0	0	2	2	0	2	0	2	0	2	2	0	2	0	3	2	0	1	0	0	2	0	2	2	0	1	1	0	1	1	0	2	0	2	0	1	2	1	1	1	2	0	0	0	0	0	2	1	2	0	2	0	1	1
ENSP00000281142	ENSG00000151466	0	3	3	1	2	1	0	1	2	3	1	0	3	0	3	0	2	2	0	2	0	2	2	0	3	1	0	3	0	3	2	2	1	0	2	3	2	0	2	2	3	0	1	2	2	1	1	3	2	1	1	0	1	3	2	3	0	2	2	1	0
ENSP00000281171	ENSG00000151490	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSP00000281243	ENSG00000151552	0	0	0	0	0	0	0	2	3	2	0	0	2	0	1	0	0	0	1	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSP00000281282	ENSG00000128849	0	0	2	0	2	0	0	0	0	2	0	0	2	0	1	0	2	2	0	0	0	1	0	0	0	0	0	3	0	0	1	0	0	0	0	2	0	0	1	2	1	0	3	2	0	0	0	1	0	0	0	0	0	2	2	2	0	2	0	0	0
ENSP00000281513	ENSG00000151779	0	3	3	1	2	2	0	1	2	2	2	0	3	0	3	0	3	2	2	2	0	2	3	0	3	2	0	3	0	3	1	1	2	2	1	3	2	0	3	2	3	0	2	2	2	2	2	2	2	2	2	0	0	3	3	3	0	3	2	2	2
ENSP00000281537	ENSG00000104067	1	1	1	0	1	2	0	0	0	3	2	0	2	0	2	0	2	2	2	1	0	2	2	0	1	0	0	2	0	1	1	0	2	1	1	2	1	0	0	1	2	0	2	1	2	2	2	2	1	0	0	0	1	1	2	3	0	2	0	1	1
ENSP00000281631	ENSG00000151883	0	0	2	0	1	2	0	0	0	0	0	0	2	0	2	0	0	1	2	1	0	2	2	0	1	0	0	1	0	0	0	0	2	1	0	2	0	0	1	1	0	0	2	2	1	1	1	2	0	0	0	0	0	2	2	3	0	1	2	2	1
ENSP00000281708	ENSG00000109670	3	3	3	3	3	3	0	3	2	3	2	0	3	0	3	0	2	2	2	3	0	2	3	0	3	2	0	3	0	2	3	3	0	2	3	3	3	0	3	3	2	0	2	3	3	3	0	3	3	2	2	0	3	2	3	3	0	3	3	3	3
ENSP00000282018	ENSG00000152207	2	0	3	1	1	2	0	0	2	2	2	0	1	0	3	0	2	3	3	0	0	3	3	0	0	0	0	1	0	1	2	3	0	2	0	1	2	0	3	1	3	0	1	3	0	2	1	3	0	0	0	0	2	3	3	3	0	2	2	3	1
ENSP00000282050	ENSG00000152234	2	3	3	3	3	3	0	3	3	3	3	0	3	0	3	0	3	3	3	3	0	3	3	0	3	3	0	3	0	3	3	3	3	3	3	3	3	0	3	3	3	0	3	3	3	3	3	3	2	2	2	0	3	3	3	3	0	3	3	3	3
ENSP00000282286	ENSG00000131845	2	2	1	2	2	0	0	2	2	2	2	0	2	0	2	0	1	1	0	1	0	1	2	0	1	1	0	2	0	2	1	1	0	1	0	2	0	0	1	1	2	0	2	2	2	1	0	2	2	2	2	0	0	2	2	2	0	2	1	2	2
ENSP00000282388	ENSG00000152518	2	2	2	2	2	2	0	0	0	0	1	0	2	0	2	0	2	2	3	1	0	2	2	0	2	0	0	2	0	0	2	3	2	1	0	1	0	0	1	2	2	0	1	1	2	2	0	3	3	0	1	0	2	2	2	2	0	2	3	2	0
ENSP00000282469	ENSG00000152582	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSP00000282479	ENSG00000152592	2	2	2	2	2	2	0	1	2	2	2	0	2	0	2	0	1	2	2	2	0	2	2	0	2	1	0	2	0	2	2	1	2	2	1	2	2	0	2	2	2	0	1	2	2	2	2	2	2	2	2	0	2	2	2	2	0	2	2	2	2
ENSP00000282516	ENSG00000164190	0	3	2	2	2	2	0	2	2	1	1	0	3	0	2	0	0	2	1	2	0	2	2	0	2	2	0	2	0	0	1	0	2	2	2	2	0	0	3	0	2	0	2	2	1	2	3	2	2	2	2	0	0	3	3	3	0	3	2	2	3
ENSP00000282561	ENSG00000152661	0	3	0	1	2	0	0	2	3	3	3	0	2	0	1	3	3	3	2	2	0	1	2	0	3	2	0	2	0	0	1	2	0	2	0	0	3	0	3	3	0	0	0	1	0	3	3	1	0	1	2	0	1	1	1	3	0	2	3	2	3
ENSP00000282753	ENSG00000152822	0	0	0	0	0	0	0	2	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSP00000282928	ENSG00000152977	0	0	0	0	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSP00000282957	ENSG00000153002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSP00000283179	ENSG00000153187	2	3	3	3	3	3	0	3	3	3	3	0	3	0	3	0	3	3	3	3	0	3	3	0	3	3	0	3	0	2	3	3	3	3	2	3	2	0	3	3	3	0	3	3	3	3	3	3	3	3	3	0	3	3	3	3	0	3	3	3	3
ENSP00000283195	ENSG00000153201	2	3	3	2	2	3	0	2	3	3	2	0	3	0	3	0	2	2	3	2	0	2	3	0	3	2	0	3	0	1	2	3	3	2	2	3	3	0	3	3	3	0	3	3	2	2	2	3	2	2	2	0	1	3	3	3	0	2	3	3	2
ENSP00000283243	ENSG00000153246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSP00000283256	ENSG00000136531	0	0	0	0	0	0	0	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSP00000283285	ENSG00000153283	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
ENSP00000283646	ENSG00000153574	1	2	3	2	1	3	0	1	0	1	1	0	3	0	3	0	2	2	1	2	0	3	3	0	1	0	0	2	0	1	2	2	3	2	2	2	3	0	3	1	2	0	2	1	1	2	1	2	2	2	1	0	2	2	3	2	0	2	2	2	1
ENSP00000283713	ENSG00000136059	0	0	3	0	0	3	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	2	0
ENSP00000283752	ENSG00000057149	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	2	1
ENSP00000283871	ENSG00000113924	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	3	2	2	1	0	0	0	3	0	0	0	0	2	0	3	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	2	0	0	0	0	0	2	1	0	0	2	0	0	0
ENSP00000283916	ENSG00000153802	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	2
ENSP00000283943	ENSG00000153827	0	1	2	1	1	2	0	2	1	2	1	0	2	0	1	0	1	1	2	2	0	2	2	0	1	2	0	1	0	0	2	1	2	2	1	1	0	0	2	1	2	0	1	1	2	2	2	1	1	0	0	0	0	1	1	2	0	1	2	2	1
ENSP00000284382	ENSG00000154227	0	2	1	2	1	1	0	0	1	1	1	0	1	0	2	0	1	1	1	2	0	2	1	0	1	0	0	2	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	1	1	2	0	0	0	0	0	0	1	0	3	0	2	1	1	1
ENSP00000284548	ENSG00000154358	2	2	2	1	0	2	0	0	2	1	2	0	2	0	2	0	1	1	1	2	0	1	2	0	2	1	0	2	0	1	1	0	2	2	2	2	2	0	1	2	2	0	2	1	3	2	1	1	0	0	2	0	0	2	2	2	0	2	2	2	1
ENSP00000284601	ENSG00000154415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ENSP00000284669	ENSG00000239474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSP00000284690	ENSG00000089876	0	2	2	1	2	2	0	2	2	2	2	0	2	0	2	0	0	1	2	2	0	2	2	0	1	1	0	2	0	2	1	0	2	2	2	2	0	0	2	2	0	0	2	2	2	2	1	2	2	1	0	0	1	2	2	2	0	2	2	2	2
ENSP00000284694	ENSG00000154493	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ENSP00000284981	ENSG00000142192	0	0	0	0	1	0	0	2	3	2	0	0	1	0	2	0	0	1	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSP00000285021	ENSG00000154767	1	2	2	1	2	2	0	2	1	2	2	0	3	0	2	0	2	2	2	2	0	2	2	0	1	2	0	3	0	2	3	1	2	2	2	2	2	0	2	1	3	0	2	2	2	2	2	2	2	1	1	0	2	2	2	2	0	3	1	3	2
ENSP00000285039	ENSG00000167306	0	1	3	0	3	3	0	1	0	1	3	0	3	0	3	0	3	3	3	2	0	3	3	0	1	1	0	3	0	2	2	0	3	2	3	3	2	0	3	2	3	0	3	3	0	2	3	3	1	0	0	0	0	3	3	1	0	3	3	3	2
ENSP00000285071	ENSG00000154803	2	2	2	1	2	3	0	2	2	2	2	0	2	0	2	0	2	2	2	2	0	2	2	0	2	1	0	2	0	2	2	2	3	2	1	2	2	0	2	2	2	0	2	2	2	2	2	2	2	2	1	0	1	2	2	3	0	2	2	2	2
ENSP00000285379	ENSG00000104267	0	0	3	2	2	0	0	3	3	3	0	0	3	0	3	0	0	0	0	0	0	0	3	0	0	3	0	3	0	3	1	0	0	0	0	2	0	0	0	0	3	0	3	3	0	1	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0
ENSP00000285850	ENSG00000155465	0	0	1	1	0	1	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	1	1	2	0	1	0	0	0
ENSP00000285879	ENSG00000155495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ENSP00000285900	ENSG00000155511	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
ENSP00000285930	ENSG00000085662	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSP00000286149	ENSG00000155719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSP00000286298	ENSG00000155850	0	2	3	0	0	1	0	0	0	0	0	0	3	0	0	3	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	2	0	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSP00000286301	ENSG00000182578	1	2	2	2	1	2	0	1	2	2	2	0	2	0	2	0	2	2	2	2	0	2	2	0	2	2	0	2	0	1	2	2	2	2	1	1	2	0	2	1	2	0	1	2	2	1	1	2	1	1	1	0	2	2	2	2	0	2	2	2	1
ENSP00000286398	ENSG00000136824	1	1	2	2	2	1	0	2	2	2	2	0	2	0	2	0	0	1	2	2	0	2	1	0	0	2	0	2	0	2	1	3	0	2	1	2	0	0	0	1	2	0	0	0	1	2	2	2	1	1	1	0	2	1	1	2	0	1	3	1	1
ENSP00000286688	ENSG00000156172	1	2	2	1	2	2	0	0	0	2	1	0	2	0	1	0	1	1	2	1	0	2	2	0	2	1	0	2	0	1	2	3	2	0	2	1	2	0	1	1	1	0	0	2	1	0	0	1	0	1	0	0	2	1	1	2	0	1	3	2	0
ENSP00000286692	ENSG00000156171	0	3	3	0	2	3	0	2	3	1	2	0	3	0	3	0	1	2	1	2	0	3	2	0	2	2	0	2	0	2	2	3	3	1	1	2	2	0	3	3	3	0	1	1	2	3	3	2	0	2	2	0	3	2	3	2	0	2	3	3	2
ENSP00000286732	ENSG00000156206	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSP00000286835	ENSG00000156304	2	2	3	2	2	3	0	2	3	2	3	0	3	0	3	0	2	2	3	3	0	2	3	0	2	2	0	2	0	2	2	3	3	2	2	3	1	0	3	2	3	0	2	2	2	3	2	3	2	1	2	0	2	3	2	3	0	2	3	3	3
ENSP00000287008	ENSG00000156453	0	2	2	0	1	1	0	1	1	2	1	0	3	0	2	0	2	1	1	2	0	1	2	0	1	1	0	2	0	1	1	0	1	2	0	1	2	0	2	2	3	0	2	2	1	1	1	2	0	0	0	0	0	3	3	2	0	1	1	2	1
ENSP00000287097	ENSG00000156535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSP00000287239	ENSG00000156650	3	3	3	3	3	3	0	3	3	3	3	0	3	0	3	0	2	3	3	3	0	3	3	0	2	3	0	2	0	1	3	2	3	3	2	2	2	0	3	3	3	0	3	2	2	3	3	3	1	3	3	0	2	3	3	3	0	3	3	3	2
ENSP00000287295	ENSG00000156709	0	3	2	0	2	2	0	0	1	0	2	0	1	0	2	0	3	3	3	1	0	3	2	0	2	0	0	3	0	2	2	1	0	0	0	3	3	0	1	2	2	0	2	3	0	0	0	2	0	0	0	0	3	3	3	3	0	1	2	2	0
ENSP00000287380	ENSG00000156787	0	2	2	1	2	2	0	1	2	2	0	0	2	0	2	0	1	2	2	1	0	1	2	0	2	2	0	1	0	0	2	1	2	1	0	2	2	0	2	1	2	0	0	0	1	2	1	2	2	2	2	0	0	2	2	2	0	2	1	1	0
ENSP00000287461	ENSG00000156853	0	1	2	0	2	2	0	2	2	2	2	0	2	0	2	0	1	1	2	2	0	2	2	0	2	2	0	2	0	1	2	1	2	2	2	2	0	0	2	1	2	0	2	2	2	2	2	2	2	2	0	0	1	1	2	3	0	2	2	2	2
ENSP00000287468	ENSG00000156860	0	2	2	2	1	1	0	0	1	1	2	0	1	0	2	0	1	1	2	2	0	1	2	0	1	0	0	2	0	2	1	1	2	1	1	2	1	0	2	1	2	0	2	0	2	2	1	2	1	1	0	0	0	2	2	2	0	2	1	1	2
ENSP00000287766	ENSG00000157103	1	0	0	0	0	0	0	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSP00000287820	ENSG00000132170	1	2	3	1	1	1	0	1	1	1	3	0	3	0	2	0	0	0	3	3	0	0	2	0	0	2	0	1	0	0	2	0	0	3	0	0	0	0	3	0	3	0	2	0	1	2	2	2	0	0	0	0	1	3	3	1	0	2	3	3	2
ENSP00000288078	ENSG00000157353	0	2	2	1	2	2	0	1	2	1	2	0	2	0	2	0	2	2	2	1	0	2	2	0	1	0	0	2	0	1	2	0	2	1	0	2	2	0	0	2	2	0	2	2	1	2	2	2	1	1	1	0	0	2	2	3	0	2	2	2	2
ENSP00000288135	ENSG00000157404	0	0	0	0	2	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	2	0	0	0	2	0	0	0	0	0	2	0	0	0	0	3	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSP00000288167	ENSG00000056736	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	3	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0
ENSP00000288381	ENSG00000157600	2	2	2	0	0	2	0	2	2	3	2	0	3	0	2	0	2	2	2	3	0	1	1	0	3	0	0	2	0	2	3	0	1	2	3	0	3	0	1	0	1	0	1	2	1	2	2	2	2	2	2	0	0	2	2	2	0	2	1	1	1
ENSP00000288439	ENSG00000157637	2	2	2	2	2	2	0	1	2	2	2	0	2	0	2	0	2	3	3	2	0	3	3	0	2	2	0	2	0	2	3	2	2	2	1	3	2	0	3	3	2	0	3	3	2	2	2	2	1	2	2	0	2	2	2	3	0	2	2	2	2
ENSP00000288602	ENSG00000157764	0	2	3	2	3	3	0	0	3	3	3	0	3	0	3	0	3	3	2	2	0	3	3	0	1	3	0	3	0	3	3	3	3	2	2	3	3	0	3	3	3	0	2	2	1	2	2	3	1	0	1	0	3	3	2	3	0	3	3	3	1
ENSP00000288955	ENSG00000158055	0	2	0	2	1	2	0	1	0	2	2	0	2	0	1	0	1	0	2	2	0	1	2	0	0	2	0	2	0	1	1	0	2	2	0	1	2	0	1	2	1	0	0	1	0	3	2	0	0	0	0	0	1	0	2	2	0	1	2	2	2
ENSP00000289004	ENSG00000158104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSP00000289734	ENSG00000029534	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
